,R53_S91,R46_S46,R47_S39,R56_S63,R59_S97,R48_S89,R50_S48,R43_S31,R49_S55,R58_S56,R42_S101,R52_S52,R44_S47,R41_S87,R57_S80,R45_S62,R51_S35,R60_S73,R55_S33,R54_S88
MEG_5685|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_1237|Drugs|betalactams|Class_A_betalactamases|BLA1,0,0,0,0,6,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0
MEG_7321|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,10,9,20,17,105,25,4,32,23,11,91,16,18,97,128,17,22,43,44,121
MEG_692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEJ,8,0,2,0,16,0,1,6,0,0,10,3,5,78,5,3,9,0,6,27
MEG_4119|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_pumps|NCRA,6,0,0,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,6
MEG_3976|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,486,65,89,112,1289,150,36,207,184,238,779,222,197,653,1065,95,90,268,329,881
MEG_961|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,1,0
MEG_2941|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,0,0,2,4,0,2,0,0,12,0,4,7,2,2,0,0,3,12
MEG_4827|Drugs|betalactams|Class_D_betalactamases|OXA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_7663|Drugs|betalactams|Class_A_betalactamases|VEB,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6969|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,22,0,0,0,12,9,0,0,0,0,0,6,0,3,10,0,0,0,0,0
MEG_7007|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET54,0,0,0,2,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,6
MEG_677|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEA,0,0,0,0,4,2,0,0,0,0,4,0,0,4,0,0,0,0,0,0
MEG_7505|Drugs|Glycopeptides|VanD-type_regulator|VANSD,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0
MEG_1161|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,5,0,0,0,1,0,1,2,0,2,0,0,2,0,2,0,0,2,0,0
MEG_4360|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,6,0,0,0,0,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0
MEG_5264|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
MEG_418|Drugs|betalactams|Class_C_betalactamases|ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_3166|Drugs|betalactams|Class_B_betalactamases|GOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MEG_4112|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCB,0,2,0,0,0,2,0,0,2,0,4,2,10,2,6,0,0,2,0,6
MEG_1607|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,3,0,0,1,4,0,2,0,9,5,0,0,0,1,2,41
MEG_7209|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,17,1,0,0,4,7,0,0,0,0,0,2,0,0,2,2,0,0,0,2
MEG_1008|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,14,2,0,0,8,0,0,0,0,0,0,2,0,2,2,1,0,0,0,2
MEG_1429|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6543|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,5,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_637|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0
MEG_3283|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE,0,0,0,0,2,0,0,0,0,0,4,4,6,2,4,0,0,0,0,0
MEG_4186|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMF,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MEG_1092|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,4,0,0,0,0,0,0,0,2,0,2,2,0,0,6,0,2,2,0,2
MEG_4347|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,10,0,0,2,4,0,0,0,0,2,2,0,0,0,2,2,0,0,4,0
MEG_979|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,4,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,2
MEG_6165|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,9,0,0,0,19,3,0,0,0,0,0,4,2,0,0,1,0,0,0,0
MEG_5270|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
MEG_2114|Drugs|Phenicol|Chloramphenicol_phosphotransferase|CPT,0,0,0,0,0,0,0,0,0,2,10,2,2,2,0,0,4,2,2,2
MEG_4017|Drugs|betalactams|Class_C_betalactamases|MOX,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_3857|Metals|Mercury_resistance|Mercury_resistance_protein|MERC,5,0,0,0,4,2,0,2,0,0,2,0,2,2,2,0,0,0,1,6
MEG_4109|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|NALC|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,6
MEG_3392|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
MEG_14|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2
MEG_2128|Metals|Copper_resistance|Copper_resistance_regulator|CRDS,4,0,0,0,4,0,0,0,2,0,2,0,0,6,2,2,0,2,0,2
MEG_7091|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
MEG_7617|Drugs|Glycopeptides|VanA-type_accessory_protein|VANZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MEG_7822|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YFEA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2914|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,2,2
MEG_2932|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|FMRO,2,0,0,0,2,0,0,0,0,2,10,0,6,6,2,0,0,0,0,0
MEG_1090|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,6,0,0,0,4,0,0,4,0,0,2,0,0,2,8,0,0,0,2,2
MEG_5749|Drugs|betalactams|Class_B_betalactamases|PEDO,0,0,0,0,2,2,0,0,0,0,2,2,0,4,6,0,0,4,0,10
MEG_1396|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MEG_3918|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXL,0,0,1,0,7,0,2,3,0,0,8,2,0,4,4,2,0,0,1,6
MEG_2908|Drugs|betalactams|Class_B_betalactamases|FIA,14,0,0,0,12,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0
MEG_3744|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,0,0,2,0,8,0,0,0,0,6,4,0,6,0,2,0,0,2,0,2
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,29,0,0,0,6,6,0,2,0,16,0,0,0,0,0,3,0,0,0,2
MEG_186|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3367|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_2858|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4287|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation,4,0,0,0,0,0,0,0,0,3,0,0,2,4,2,4,0,0,2,0
MEG_2637|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
MEG_4291|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPCM,0,0,0,0,2,0,0,2,0,0,6,0,8,2,2,0,0,2,0,4
MEG_7314|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,51,7,31,27,132,44,9,94,56,11,250,52,120,150,166,20,11,34,39,172
MEG_732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRB,6,4,0,0,9,1,0,2,2,0,24,4,8,5,4,0,2,2,12,12
MEG_7526|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,0,2,0,0,0,0,0,5,0,0,0,0,0,2,4,0,0,2,0,0
MEG_1386|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_3136|Drugs|betalactams|Class_A_betalactamases|GIL,0,0,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2
MEG_3021|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSF,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2
MEG_5375|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,2,0,4,0,0,1,1,0,2,2,0,6,12,2,0,4,10,0
MEG_2135|Drugs|betalactams|Class_C_betalactamases|CSA,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
MEG_4232|Drugs|betalactams|Class_C_betalactamases|OCH,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0
MEG_329|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5393|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,1,2,8,0,0,3,4,2,18,0,0,2,2,0,0,0,2,0
MEG_147|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MEG_7067|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_3501|Drugs|betalactams|Class_A_betalactamases|KPC,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_5322|Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation,18,21,6,12,10,7,13,8,0,13,57,8,15,56,248,9,28,52,21,141
MEG_7155|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,42,0,2,0,11,9,0,0,0,7,4,4,0,2,4,3,0,0,0,12
MEG_6968|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET31,0,0,0,0,0,0,0,15,4,0,2,2,0,0,0,2,0,0,35,2
MEG_7501|Drugs|Glycopeptides|VanC-type_regulator|VANSC,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2
MEG_2010|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CNRC,2,0,0,0,4,0,0,0,2,0,12,0,2,6,0,0,0,0,6,6
MEG_2186|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_4328|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY,0,0,2,0,5,2,2,0,0,0,2,0,0,2,7,2,1,7,1,4
MEG_3006|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1579|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
MEG_4542|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MEG_4045|Drugs|MLS|Macrolide_phosphotransferases|MPHG,0,0,0,0,2,0,0,0,2,0,4,2,0,0,4,0,0,0,23,6
MEG_5807|Drugs|betalactams|Class_B_betalactamases|POM,2,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,4,0,2
MEG_3938|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXX,0,2,0,0,4,0,0,2,0,2,6,0,6,0,4,0,0,2,0,4
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,27,0,0,0,4,19,0,0,0,16,0,2,0,0,0,2,0,2,4,6
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,14,0,0,0,1,3,0,0,2,8,4,0,2,2,2,0,0,0,0,6
MEG_7279|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|TROB,12,0,0,1,8,6,0,2,0,4,10,2,2,10,10,4,2,12,8,12
MEG_6596|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
MEG_7104|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0
MEG_758|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
MEG_4577|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_7614|Drugs|Glycopeptides|VanG-type_accessory_protein|VANYG,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
MEG_5979|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2826|Drugs|MLS|23S_rRNA_methyltransferases|ERME,6,0,0,0,0,0,0,2,2,0,6,0,2,0,0,0,0,0,2,0
MEG_396|Metals|Iron_resistance|Iron_resistance_protein|ACN,2,1,3,2,26,1,2,36,20,6,204,2,133,54,14,1,15,6,52,56
MEG_4321|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0
MEG_1183|Drugs|betalactams|Class_A_betalactamases|AST,2,0,0,0,0,2,0,2,0,0,8,0,6,0,0,0,2,0,2,4
MEG_7168|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,5,2,0,0,7,9,0,0,0,2,4,6,0,6,7,3,0,1,4,3
MEG_3274|Metals|Copper_resistance|Copper_resistance_protein|HPCOPA,0,0,0,0,2,0,0,2,0,0,2,0,4,4,2,0,2,4,6,0
MEG_1584|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3910|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
MEG_3372|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
MEG_997|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0,0,0,0,44,0,0,0,0,0,2,2,2,2,8,0,0,11,2,2
MEG_4125|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_pumps|NCRC,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2
MEG_4293|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPMD,0,2,0,0,16,0,0,4,2,0,16,2,10,6,0,0,0,0,4,10
MEG_2807|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
MEG_6640|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIV,6,0,2,0,0,0,0,0,2,0,3,0,0,0,8,0,0,0,0,0
MEG_7681|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,2,0,0,0,2
MEG_79|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0
MEG_3482|Drugs|betalactams|Class_A_betalactamases|KPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MEG_5376|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,2,0,4,0,2,6,4,0,0,0,6,4
MEG_1219|Drugs|betalactams|Class_A_betalactamases|BEL,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4098|Drugs|betalactams|Class_B_betalactamases|MUS,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
MEG_7669|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXB,8,0,0,2,5,0,0,2,2,0,7,2,2,4,8,0,0,2,0,2
MEG_7074|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETE,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
MEG_7036|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|TETA60,0,0,2,0,8,0,0,2,2,0,8,2,2,2,12,0,2,0,0,0
MEG_2099|Drugs|betalactams|Class_B_betalactamases|CPHA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
MEG_1557|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,4,0,2,2,2,0,2,0,2,1,4,0,0,0,0,0,0,2,0,4
MEG_1631|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATP|RequiresSNPConfirmation,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,4
MEG_2513|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_3571|Drugs|betalactams|Class_A_betalactamases|LEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,22,0,0,0,7,1,0,2,4,0,23,1,2,9,1,2,0,0,9,0
MEG_6852|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_3718|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4247|Drugs|betalactams|Class_A_betalactamases|OKP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_6531|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|SMFY,0,2,0,0,6,0,0,2,4,0,32,0,9,9,6,0,0,1,3,8
MEG_7535|Drugs|Glycopeptides|VanN-type_resistance_protein|VANTN,0,0,0,0,0,0,0,2,0,0,2,0,2,2,4,0,0,0,0,2
MEG_7487|Drugs|Glycopeptides|VanA-type_regulator|VANSA,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,14,19,22,13,81,42,12,41,26,13,173,47,42,104,195,20,19,54,69,215
MEG_5776|Drugs|Lipopeptides|Lipid_A_phosphatase|PGBB,0,0,0,0,8,2,0,0,0,0,4,0,0,2,0,2,0,0,0,0
MEG_3806|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,2,0,2,0,15
MEG_5517|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MEG_977|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2
MEG_1740|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,0,2,2,0,12,0,0,2,6,0,4,0,2,6,2,0,2,3,0,12
MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,42,0,0,0,5,21,0,0,6,31,1,0,0,0,2,2,0,0,0,2
MEG_4037|Drugs|MLS|Macrolide_phosphotransferases|MPHC,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,22,0,0,0,5,0,0,3,0,0,4,0,2,1,0,3,0,0,18,0
MEG_4092|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,2,0,0,0,0,0,0,4,0,0,4,4,4,0,12,0,0,2,4,2
MEG_2945|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2
MEG_2984|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_4815|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
MEG_2514|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
MEG_3735|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|MDEA,2,2,0,0,2,4,2,2,2,0,8,0,2,8,4,0,0,2,14,4
MEG_1291|Drugs|betalactams|Class_A_betalactamases|BLAL,2,2,2,0,0,0,0,0,0,2,4,0,0,2,2,0,0,0,2,0
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,22,0,0,0,2,9,1,1,2,19,2,0,0,0,3,0,0,4,0,0
MEG_5843|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACG,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_938|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0
MEG_4129|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCZA,8,2,0,0,11,2,0,4,2,0,16,8,14,30,20,0,0,8,10,40
MEG_5335|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,0,8,0,0,8,3,0,5,2,2,30,4,2,6,0,10,8
MEG_4379|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|OTRA,4,0,4,2,14,14,2,2,0,2,11,8,6,4,23,2,4,4,2,9
MEG_6167|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,0,0,0,0,0,1,2,0,6,0,0,2,0,0,0,0,17,0
MEG_432|Drugs|betalactams|Class_C_betalactamases|ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_4031|Drugs|MLS|Macrolide_phosphotransferases|MPHB,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,5,6
MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,73,4,0,2,81,24,2,0,4,16,20,23,0,4,31,8,0,3,2,25
MEG_772|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,5,0
MEG_255|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
MEG_3373|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_55|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,0,0,2,0,0,0,6,0,2,2,2,0,0,0,2,4
MEG_2576|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRD,0,0,0,0,2,0,0,0,2,0,4,0,0,0,0,0,0,2,0,0
MEG_6568|Drugs|betalactams|Class_C_betalactamases|SRT,0,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0
MEG_7572|Drugs|Glycopeptides|VanM-type_resistance_protein|VANXM,4,0,0,3,10,6,0,2,0,0,4,2,0,2,4,0,2,2,0,8
MEG_7438|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,0,0,0,0,0,0,0,2,0,0,8,0,0,4,2,2,0,0,0,4
MEG_5811|Drugs|betalactams|Class_A_betalactamases|PSE,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
MEG_3705|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
